sentence,relation,head,head_offset,tail,tail_offset
在VS图图犬中，满金道馆的道馆馆主小茜作为小胡桃主持的广播节目的特邀嘉宾，正在直播接受采访时，阿金突然闯入了录音室。小茜疑惑地询问小胡桃阿金是她的朋友吗，而小胡桃则表示不认识阿金。由于小茜送给小胡桃的图图犬夜袭了阿金，还在阿金脸上画了各种图案，使得阿金和小茜大吵了起来，因为节目直播还在进行，小茜和阿金的吵架声都被播了出去。这时导播本想阻止并训斥小茜和阿金，但是助手表示小茜和阿金的吵架广受好评，听众们希望继续收听。于是，小茜告诉阿金想要和他在节目里一较高下，导演也决定播出2个小时的特别节目：《新人训练家对战道馆馆主小茜》，两人的比赛规则就是宝可梦赛跑战，从满金市出发，穿过自然公园到达３７号道路的,拥有,小胡桃,96,图图犬,100
在火箭队！乱抓，再见了！中，武藏和小次郎、喵喵遇到了宝可梦猎人阿隆和被他偷捕的阿柏蛇和瓦斯弹。阿柏怪看到受伤的同伴感到很伤心，于是武藏决定将阿柏蛇全部接收并善待它们。然而由于实力上的差距，他们被阿隆的沙基拉斯用沙暴打飞。后来阿柏怪通过地面的震动再次找到了阿隆，双弹瓦斯使用烟幕吸引了阿隆的注意力，喵喵则乘机将阿柏蛇和瓦斯弹从笼子里放了出来。这让阿隆十分恼火，他再次派出了他的沙基拉斯，沙基拉斯进化为班基拉斯并使出了让果然翁来不及用出双倍奉还的破坏光线。武藏和小次郎自知他们打不过班基拉斯，于是两人命令阿柏怪和双弹瓦斯保护阿柏蛇和瓦斯弹离开，而两人和喵喵则用身体挡下了班基拉斯的攻击。,敌对,喵喵,21,沙基拉斯,187
娜姿和马志士、阿桔一同出现在苏芳岛，并与夏伯、小茂、小蓝、小黄和正辉合作打倒四天王。由于对方有四个人，而且他们都不确定对方会否中途离开，所以娜姿就用胡地的超能力“命运的汤匙”把8人分成4组，每组负责打倒一个四天王。娜姿和小蓝被选为同组，对上了科拿，左手被科拿的冰手铐冻伤。,来自,阿桔,7,苏芳岛,14
莉佳出现在莉佳和臭臭花，经营玉虹市的香水店。说话很有礼貌，但是听不得侮辱店里香水的语句。之前小智正是因为说出这种话而被她赶出店，并且不允许他挑战道馆。武藏和小次郎想潜入道馆偷香水卖钱却被赶出来，遇到小智，他们就设法进入道馆。不得已小智男扮女装混了进来，却被皮卡丘察觉。莉佳答应和他比赛，而比赛中她显得自信满满，直到小智派出她最不擅长应付的火属性的小火龙。可是火箭队打断了比赛并且制造了火灾。小智奋不顾身救下莉佳最喜欢的、曾经帮助过她的臭臭花。莉佳出于感激而将徽章交给小智。,拥有,莉佳,203,臭臭花,217
在漩涡岛，新的挑战！中，空木博士和海德分别派出了太阳珊瑚和毒刺水母去解救将被卷进漩涡的小智一行人，之后他们乘船来到了青岩岛。在宝可梦中心，他向一行人介绍了漩涡岛和岛上比赛的情况。之后他指挥太阳珊瑚战胜了火箭队。,伙伴,海德,17,空木博士,12
小刚是小智挑战的第一位道馆馆主，他十分的强大但不懂得变通，训练学生的方式也十分严厉导致很多学生都离开了深灰道馆，只剩下露营少年一人了。在深灰市中，小刚接受了小智的挑战，小智派出火属性的小火龙与小刚的大岩蛇对战，这让小刚感到吃惊，小刚表示他就算面对小孩子也不会防水的。最后，小智的小火龙发现了小刚大岩蛇的弱点，打败了小刚，小刚给予了小智灰色徽章。,位于,小刚,73,深灰市,68
在赤红中，小刚与赤红相遇，在赤红还没进入深灰市时在属性相性方面指导了赤红。之后在深灰道馆被赤红打败，给出了灰色徽章。,挑战,赤红,45,小刚,5
在火箭队！乱抓，再见了！中，武藏和小次郎、喵喵遇到了宝可梦猎人阿隆和被他偷捕的阿柏蛇和瓦斯弹。阿柏怪看到受伤的同伴感到很伤心，于是武藏决定将阿柏蛇全部接收并善待它们。然而由于实力上的差距，他们被阿隆的沙基拉斯用沙暴打飞。后来阿柏怪通过地面的震动再次找到了阿隆，双弹瓦斯使用烟幕吸引了阿隆的注意力，喵喵则乘机将阿柏蛇和瓦斯弹从笼子里放了出来。这让阿隆十分恼火，他再次派出了他的沙基拉斯，沙基拉斯进化为班基拉斯并使出了让果然翁来不及用出双倍奉还的破坏光线。武藏和小次郎自知他们打不过班基拉斯，于是两人命令阿柏怪和双弹瓦斯保护阿柏蛇和瓦斯弹离开，而两人和喵喵则用身体挡下了班基拉斯的攻击。,拥有,武藏,14,果然翁,208
阿桔曾是火箭队三干部之一，曾是浅红市道馆馆主。 阿桔曾经前往双子岛捕捉急冻鸟，并在几番波折之后成功。 苏芳岛决战之后被希巴所救。 和小茂有很深的羁绊。 假面男被打败之后，阿桔和曾经都是邪恶组织成员的希巴、一树以及梨花结为同盟。后来他们以城都新四天王的身份在心金·魂银篇登场。,伙伴,阿桔,85,一树,102
都四天王。 在金银篇与阿桔一起登场，并为小智和小茂指引往栎树林与小蓝会合。假面男被打败之后，和阿桔、一树以及梨花结为同盟。后来他们以城都新四天王的身份在心金·魂银篇登场。,伙伴,小智,20,小茂,23
收服１０号道路的闪电鸟后，每天9:00至11:00之间马志士会在此处关都发电厂门外出现。如果主角队首为皮卡丘的话，他会很高兴地告诉主角他的宝可齿轮号码。如果在星期五早晨打给他的话，他会前往格斗道场等待再战。得到号码后，他会在金黄市的磁浮列车车站出现，用美国（英文版中是法国）的皮卡丘伏蒂（暂译，日文︰VOLTY，英文︰Volty）交换主角的皮卡丘。得到号码后，星期五、六时他也会出现在３９号道路的哞哞牧场，此时可以和他合影。,位于,马志士,27,金黄市,112
小霞跟黑连和可尔妮组成队伍，他们跟阿渡、大吾、竹兰的队伍进行对战。,伙伴,阿渡,17,大吾,20
在南瓜怪人变装庆典！再见了，南瓜精!?中，武藏受到南瓜伯爵的邀请来到城堡，因为南瓜伯爵的南瓜精王子看上了武藏的南瓜精，武藏回想起和南瓜精的种种回忆并且生病时也是南瓜精照顾自己的，而心生犹豫，但在得知南瓜伯爵要交换的大嘴娃是可以超级进化的宝可梦就果断答应了，这伤害到了南瓜精的心。不过，交换过后南瓜精进化成了南瓜怪人，南瓜精王子也不喜欢南瓜怪人所以又和武藏换了回来，武藏和南瓜怪人也重归于好，即便之后被打飞了武藏也为和南瓜怪人的羁绊感到开心。,拥有,武藏,52,南瓜精,55
与其他地区不同，阿罗拉地区一座岛屿就只有一名君莎小姐，她们的伙伴宝可梦也并不相同。 美乐美乐岛的君莎小姐在霸主宝可梦是猫鼬探长！中首次登场，她正在因为阿罗拉的样子的拉达和小拉达破坏田地而烦恼。它们在逃跑时冲到了路上撞翻了一辆装载木头的车，引发了交通堵塞。最终在哈拉和铁掌力士的帮助下才堆好了木头，疏通了交通。当小智完成霸主宝可梦猫鼬探长的考验后，她带着猫鼬探长和猫鼬少来到一个拉达和小拉达泛滥的仓库，赶跑了它们。在结尾，君莎与猫鼬探长成为了同伴。,友好,猫鼬少,181,猫鼬探长,176
在名侦探君莎，蛋不见了，大搜谜，君莎在小智的蛋被偷后来到宝可梦中心破案，尽管她自称名侦探，但她的破案太过武断而且她的推理没有任何作用。之后她、小智一行人、乔伊遇见得到小智的蛋的袋兽，袋兽把蛋还给了小智，并和小智一起击败了来偷蛋的火箭队。,伙伴,小智,19,君莎,16
在断裂的树枝、挫败的心！长尾火狐的强烈意念!!当中，小次郎因为莎莉娜的长尾火狐尾巴上的树枝折断而再次回忆起童年的往事。他曾经收集了很多心爱的瓶盖，却被母亲当做废品丢掉，这让他很伤心，因为在他眼里每个徽章都是包含着回忆不可替代的，说他才会对莎莉娜想要让长尾火狐替换掉树枝的事情感到不快。为了让莎莉娜体会到长尾火狐的心情，小次郎假扮成小执郎前去暗示莎莉娜长尾火狐的心情。之后，小次郎也和莎莉娜以及长尾火狐一起前往乔伊小姐推荐的树木医院里的树木医生甚五郎。到了医院之后，小次郎也因为共鸣拼命地帮长尾火狐请求甚五郎一定要修好树枝。为了看出长尾火狐的决心，甚五郎提出宝可梦对战后，小次郎也到了一旁。在对战中，小,拥有,莎莉娜,31,长尾火狐,35
阿速想要尽可能地接近飞行宝可梦，因此经常用滑翔机飞来飞去。在桔梗道馆，空中大战中，小智的皮卡丘被火箭队抢走时，阿速用大比鸟救回了它。他的咕咕经常会停在他的肩部。,拥有,小智,41,皮卡丘,44
在VS向日种子中，阿速在再次登场，当天没有值班的阿速在训练宝可梦时阿金再次相遇，由于阿速没有穿警服，所以阿金一开始还没认出来阿速。阿金以为警察也现在要去训练宝可梦了，但阿速解释到，原桔梗道馆的道馆馆主的父亲离开不知去向后，道馆馆主的位置就一直空着没人，自己想要继承父亲的意愿，守护这间道馆，所以才训练宝可梦，才能通过宝可梦协会的上任考试。其实阿速在这里，是因为听闻最近有宝可梦在这附近撒野，所以才来看看，趁着阿金思考的间隙那只撒野的宝可梦盔甲鸟袭了过来，阿速及时让阿金扑倒，躲过了攻击。阿速发现周围有向日种子想要逃离盔甲鸟的追击，连忙派出了猫头夜鹰和比比鸟同盔甲鸟周旋，虽然阿金眼里看到阿速的宝可梦压,拥有,阿速,243,比比鸟,275
在消失的宝可梦之谜，君莎告诉小智一行人金柑岛内的宝可梦行为变得异常，会攻击自己的主人。但自己的鬼斯没有任何变化，她怀疑是超能力属性宝可梦在作乱。在四人一起发现了在道路上的火箭队后，火箭队原不肯和君莎合作，但为了让自己的宝可梦恢复原状，他们告诉君莎这是亚马多和小三郎的阴谋。火箭队把君莎和小智等人混入装有精灵球的推车内进入电波发射塔来破坏他们的恶行，君莎派出了鬼斯抵挡对方的攻击，在催眠装置破坏之后，鬼斯又与催眠貘进行了战斗，但由于在对战中催眠貘和波克比一起使用了挥指引发了自爆，最终亚马多和小三郎被君莎抓捕归案。,敌对,鬼斯,199,波克比,223
在VS腕力中，小刚联络上了夏伯，告诉他和小黄自己在月见山后发现了破碎的小智冰雕，这就是小智曾经在这里的证据。并且小刚听说过小智和小茂在西尔佛公司也曾被冰冻过，不过目前看来小智应该是已经顺利逃脱了。这是，小霞联络夏伯告诉他深灰市遭到格斗属性的宝可梦进攻了，并且自己所在的华蓝市和莉佳所在的玉虹市也都遭到了幽灵属性和冰属性的宝可梦攻击，此时联络的信号已经断了，小刚听到消息立刻和小拳石一起赶回深灰市。在VS墨海马中，小刚继续在对抗入侵城市的宝可梦们。,伙伴,小霞,101,夏伯,105
在火箭队！乱抓，再见了！中，武藏和小次郎、喵喵遇到了宝可梦猎人阿隆和被他偷捕的阿柏蛇和瓦斯弹。阿柏怪看到受伤的同伴感到很伤心，于是武藏决定将阿柏蛇全部接收并善待它们。然而由于实力上的差距，他们被阿隆的沙基拉斯用沙暴打飞。后来阿柏怪通过地面的震动再次找到了阿隆，双弹瓦斯使用烟幕吸引了阿隆的注意力，喵喵则乘机将阿柏蛇和瓦斯弹从笼子里放了出来。这让阿隆十分恼火，他再次派出了他的沙基拉斯，沙基拉斯进化为班基拉斯并使出了让果然翁来不及用出双倍奉还的破坏光线。武藏和小次郎自知他们打不过班基拉斯，于是两人命令阿柏怪和双弹瓦斯保护阿柏蛇和瓦斯弹离开，而两人和喵喵则用身体挡下了班基拉斯的攻击。,敌对,阿隆,31,小次郎,17
